model,comparison,case_id,repetition,scenario_id,category,request_s_difference,selection_s_difference,retrieval_s_difference,generation_s_difference,validation_s_difference,loading_s_difference,retrieval_attempts_difference,unnecessary_retrievals_difference,irrelevant_inspected_difference,irrelevant_supplied_difference,supplied_coverage_difference,failure_difference
qwen3:0.6b,SELECTIVE-ALWAYS,ir_06_06,1,ir_scenario_06,lifecycle_or_authorization,0.036422050999999955,0.015073191000000001,0.010918662999999995,-0.0004232490000000144,6.0545999999999864e-05,-0.00035242300000000015,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_06_06,2,ir_scenario_06,lifecycle_or_authorization,-0.03196174000000007,0.006582127,-0.039915164,0.006996935000000093,0.0016196960000000003,-0.00022307399999999976,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_06_06,3,ir_scenario_06,lifecycle_or_authorization,-0.009785259000000046,0.01083011,0.006518925000000009,-0.02614551399999998,0.005635986000000001,0.0010756070000000001,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_01,1,ir_scenario_07,direct_personal_recall,0.048241696000000056,0.009410013999999998,-0.0035452019999999973,0.050190353000000076,-0.0002733119999999995,0.00015467900000000001,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_01,2,ir_scenario_07,direct_personal_recall,-0.0011315739999999685,0.013223133,-0.014442915,-0.005924675000000157,0.0011619279999999996,-0.0004853129999999998,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_01,3,ir_scenario_07,direct_personal_recall,-0.0012417359999998823,0.009330231,-0.010177705000000009,0.0006489200000001638,8.037499999999885e-05,0.00025435300000000013,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_02,1,ir_scenario_07,paraphrased_personal_recall,1.4262141040000014,0.012717779999999998,0.780467732,0.6354723299999989,0.0002532999999999997,0.7066217750000003,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_02,2,ir_scenario_07,paraphrased_personal_recall,0.0027506859999997246,0.008349664000000003,0.0016296040000000067,-0.008727526000000152,0.00242879,0.0008087770000000001,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_02,3,ir_scenario_07,paraphrased_personal_recall,0.034574496999999926,0.015736269,0.006668578000000008,0.0008265929999999866,0.0002753139999999996,0.00039910399999999974,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_03,1,ir_scenario_07,multi_fact_personal,-0.0066066380000000535,0.013431022,-0.006005487000000004,-0.01979997900000008,0.0021786949999999996,-0.001844313,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_03,2,ir_scenario_07,multi_fact_personal,0.02623988999999982,0.011167634000000001,0.0023126700000000028,0.007756743000000066,0.00023519600000000002,0.000430831,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_03,3,ir_scenario_07,multi_fact_personal,-0.007227536000000034,0.010837847,-0.011630545000000006,-0.019446889999999994,0.003862812,-0.0006695259999999997,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_04,1,ir_scenario_07,general_no_memory,-0.18207169700000003,0.011993615,-0.089167786,-0.09329028699999997,-0.001560077,0.00042240699999999986,-1.0,-1.0,-23.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_04,2,ir_scenario_07,general_no_memory,-0.13761053299999992,0.0076455260000000014,-0.083454147,-0.054524585000000014,0.000184811,-0.00047243700000000003,-1.0,-1.0,-23.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_04,3,ir_scenario_07,general_no_memory,-0.04578945899999998,0.011882542,-0.078756492,0.013022855999999972,-0.003025229,-0.00035760999999999996,-1.0,-1.0,-23.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_05,1,ir_scenario_07,unknown_or_conflicting,0.03837127299999987,0.007481635,-0.004425543000000004,0.016139312999999822,-0.0011784410000000006,-0.0005207219999999999,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_05,2,ir_scenario_07,unknown_or_conflicting,0.016400415999999973,0.011177834000000001,-0.012909397000000003,0.02322248300000007,-0.0011167730000000015,0.00021425699999999982,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_05,3,ir_scenario_07,unknown_or_conflicting,0.02963168000000005,0.013502057999999999,-0.002582596999999992,0.018379962000000027,0.000774737000000001,-0.00020715399999999998,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_06,1,ir_scenario_07,lifecycle_or_authorization,0.005252389000000024,0.0013825739999999993,0.0,0.0010017310000001167,-0.0006242410000000002,-0.00057602,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_06,2,ir_scenario_07,lifecycle_or_authorization,0.03156861700000002,-0.0023810589999999996,0.0,0.03744007100000002,-0.00012527200000000006,0.00038146100000000004,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_07_06,3,ir_scenario_07,lifecycle_or_authorization,0.015191468000000041,0.001048719,0.0,0.0012707709999999484,0.0018453519999999998,-0.0004913980000000001,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_01,1,ir_scenario_08,direct_personal_recall,0.017203701999999987,0.012189075999999998,0.004658014000000002,-0.007378136999999896,0.0001479150000000002,0.0008624590000000003,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_01,2,ir_scenario_08,direct_personal_recall,2.1974092569999986,0.009998482,0.561681074,1.6268383980000003,0.0012454719999999975,1.5742229089999995,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_01,3,ir_scenario_08,direct_personal_recall,-0.11667731999999997,0.012134029000000001,-0.011638218000000006,-0.11809434800000007,0.0007623779999999993,-0.0003519949999999999,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_02,1,ir_scenario_08,paraphrased_personal_recall,-0.16148431299999988,0.547547806,-0.085618127,-0.6085503810000001,-0.006598791999999999,0.0030016089999999997,-1.0,0.0,-22.0,-1.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_02,2,ir_scenario_08,paraphrased_personal_recall,-0.06633405899999989,0.6192989400000001,-0.089937399,-0.572500132,-0.0075311169999999995,0.0036738120000000003,-1.0,0.0,-22.0,-1.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_02,3,ir_scenario_08,paraphrased_personal_recall,-0.31529825899999975,0.558675449,-0.077259376,-0.790238913,-0.003902167,0.0016587269999999996,-1.0,0.0,-22.0,-1.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_03,1,ir_scenario_08,multi_fact_personal,0.02574918199999976,0.013042452000000001,0.007960617999999989,0.008770028999999901,-0.00022609200000000065,-8.475599999999985e-05,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_03,2,ir_scenario_08,multi_fact_personal,0.002058949000000254,0.013134784000000002,-0.006300581999999999,0.0013107350000001183,-0.004114023999999999,-0.0008032130000000001,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_03,3,ir_scenario_08,multi_fact_personal,-0.004940842000000334,0.012177749,0.001944335999999991,-0.010644373000000096,-0.002420881999999999,-0.00019724800000000013,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_04,1,ir_scenario_08,general_no_memory,0.687707767,0.568564242,0.007870778999999994,0.11039634300000012,-0.0007394350000000001,0.0014240480000000002,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_04,2,ir_scenario_08,general_no_memory,0.6390645879999997,0.543623653,-0.0029766180000000003,0.10694880199999979,0.005801542,0.0014588289999999996,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_04,3,ir_scenario_08,general_no_memory,0.6503750770000001,0.526324258,0.007055586000000003,0.11807406899999995,-0.002343775000000001,0.0018659950000000005,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_05,1,ir_scenario_08,unknown_or_conflicting,0.05696283399999991,0.011462977999999999,0.005853651000000001,0.02986343800000002,0.0018842419999999995,0.0005565539999999999,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_05,2,ir_scenario_08,unknown_or_conflicting,-0.0005354520000000473,0.010406559000000001,-0.0024405950000000037,0.001038222000000033,0.0009071159999999995,-0.00023959300000000018,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_05,3,ir_scenario_08,unknown_or_conflicting,-0.034956773,0.015849653000000002,-0.004042318000000003,-0.059921456999999956,0.007909217999999999,0.0009268470000000002,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_06,1,ir_scenario_08,lifecycle_or_authorization,0.0016016329999999357,0.0010467069999999992,0.0,0.002597634999999876,6.927100000000009e-05,-0.0002866250000000004,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_06,2,ir_scenario_08,lifecycle_or_authorization,0.05553889100000009,0.001296035000000001,0.0,0.06768831900000005,-0.0010114420000000004,-0.00039514300000000014,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-ALWAYS,ir_08_06,3,ir_scenario_08,lifecycle_or_authorization,0.07161096700000003,0.0011671520000000012,0.0,0.06076000299999995,0.0013709760000000003,-0.00010979099999999971,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_01,1,ir_scenario_01,direct_personal_recall,0.02567922400000011,0.006546447000000002,0.085757423,-0.07209289499999993,0.0032836790000000003,0.0011053019999999998,1.0,0.0,22.0,1.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_01,2,ir_scenario_01,direct_personal_recall,0.5899499300000002,0.011014039000000002,0.084552941,0.4845947290000001,0.0032752320000000003,0.0005378149999999999,1.0,0.0,22.0,1.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_01,3,ir_scenario_01,direct_personal_recall,0.6881629,0.009888595000000002,0.083960194,0.567763075,0.012295315,-0.00015060199999999968,1.0,0.0,22.0,1.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_02,1,ir_scenario_01,paraphrased_personal_recall,0.5951886860000002,0.554261824,0.0,0.02111693800000003,0.0013965699999999998,0.0031252949999999997,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_02,2,ir_scenario_01,paraphrased_personal_recall,0.6331857059999999,0.619037191,0.0,0.022801322000000068,-0.0016290280000000002,0.003623516,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_02,3,ir_scenario_01,paraphrased_personal_recall,0.9876584480000001,0.845701661,0.0,0.13061572499999996,0.00033993000000000044,0.00406471,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_03,1,ir_scenario_01,multi_fact_personal,0.9867705720000002,0.015965228999999997,0.080926005,0.87451185,0.005689095,-0.0004246680000000002,1.0,0.0,21.0,1.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_03,2,ir_scenario_01,multi_fact_personal,1.0347256750000002,0.014133894000000001,0.100097742,0.8964719719999998,0.005823074,0.019405730000000003,1.0,0.0,21.0,1.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_03,3,ir_scenario_01,multi_fact_personal,1.0018073859999999,0.010077337,0.083872922,0.8987814409999999,0.0019430200000000002,-0.000604158,1.0,0.0,21.0,1.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_04,1,ir_scenario_01,general_no_memory,-0.02587303800000007,0.008833003999999998,0.0,0.011364697999999951,-0.0004403530000000001,6.722099999999969e-05,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_04,2,ir_scenario_01,general_no_memory,0.13534545799999997,0.019964911000000002,0.0,0.12433327900000002,-0.0021252400000000005,3.636600000000013e-05,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_04,3,ir_scenario_01,general_no_memory,-0.045542739000000054,0.010781118,0.0,-0.008208465000000054,-0.0002659860000000002,0.000685593,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_05,1,ir_scenario_01,unknown_or_conflicting,0.079127014,0.005311715,0.069208339,0.015528359000000158,-0.0019910249999999996,-0.0003793850000000001,1.0,0.0,23.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_05,2,ir_scenario_01,unknown_or_conflicting,0.007115970999999943,0.008203462999999998,0.070224976,-0.060320472999999986,-0.0007129400000000004,0.00015145000000000002,1.0,0.0,23.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_05,3,ir_scenario_01,unknown_or_conflicting,0.10128283299999996,0.013481731999999998,0.073126423,0.0067551230000000295,-0.0006415600000000002,-0.0004318140000000002,1.0,0.0,23.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_06,1,ir_scenario_01,lifecycle_or_authorization,-0.047373751999999936,0.007840775999999999,0.064735011,-0.1351067319999999,0.004702631,0.0008078850000000002,1.0,0.0,22.0,1.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_06,2,ir_scenario_01,lifecycle_or_authorization,0.10132363899999985,0.005484881000000002,0.078058325,0.01455995600000004,0.0024284370000000003,0.000100452,1.0,0.0,22.0,1.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_01_06,3,ir_scenario_01,lifecycle_or_authorization,0.31959979800000005,0.011295242,0.167567747,0.032569085,0.004267014,0.00038035599999999966,1.0,0.0,22.0,1.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_01,1,ir_scenario_02,direct_personal_recall,0.22015188699999988,0.011106208000000001,0.063020624,0.1344807159999999,0.0035920530000000004,0.00043317500000000005,1.0,0.0,22.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_01,2,ir_scenario_02,direct_personal_recall,0.20769141800000002,0.00554909,0.051591772,0.1475699749999999,0.005756665,-0.0011648250000000002,1.0,0.0,22.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_01,3,ir_scenario_02,direct_personal_recall,0.2833623040000002,0.013948031999999999,0.068220888,0.19173176700000005,0.0006334930000000006,0.00091679,1.0,0.0,22.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_02,1,ir_scenario_02,paraphrased_personal_recall,0.22886914800000002,0.015689566,0.067980517,0.10235236000000003,0.00021165000000000073,0.0001638150000000001,1.0,0.0,22.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_02,2,ir_scenario_02,paraphrased_personal_recall,0.34548629,0.009957372,0.076504478,0.2765130789999999,-0.0034649439999999993,0.00035597699999999994,1.0,0.0,22.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_02,3,ir_scenario_02,paraphrased_personal_recall,0.141355723,0.014168402,0.142999952,0.061049771999999836,-0.013349427,-0.00045441899999999996,1.0,0.0,22.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_03,1,ir_scenario_02,multi_fact_personal,1.1010458449999998,0.011673065,0.077882737,0.96183956,0.007892362,0.00010109799999999999,1.0,0.0,21.0,1.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_03,2,ir_scenario_02,multi_fact_personal,1.2223641189999999,0.0076751960000000004,0.076975597,1.140670284,0.0010307519999999994,-0.000972837,1.0,0.0,21.0,1.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_03,3,ir_scenario_02,multi_fact_personal,0.9362061610000001,0.012167006,0.082046649,0.8292871800000001,0.006126989000000001,-0.00037286800000000016,1.0,0.0,21.0,1.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_04,1,ir_scenario_02,general_no_memory,0.0461156530000002,0.012081517000000002,0.0,0.034047720000000004,0.0008877469999999995,-5.1373999999999864e-05,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_04,2,ir_scenario_02,general_no_memory,0.2758764760000001,0.011342416999999999,0.0,0.2907680479999999,-0.0002274089999999996,0.00018426499999999986,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_04,3,ir_scenario_02,general_no_memory,0.10222344100000003,0.008883547000000002,0.0,0.099723746,-0.0012772800000000004,0.0005695319999999998,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_05,1,ir_scenario_02,unknown_or_conflicting,0.19707897400000007,0.011753161000000002,0.079044271,0.09426620699999999,0.0037299510000000004,4.3199999999999315e-06,1.0,0.0,23.0,1.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_05,2,ir_scenario_02,unknown_or_conflicting,0.541675245,0.010591866999999998,0.069353824,0.4528233180000001,0.0043085219999999995,0.0006076380000000002,1.0,0.0,23.0,1.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_05,3,ir_scenario_02,unknown_or_conflicting,0.231943711,0.011493672,0.067466582,0.13965841699999992,0.005099752999999999,0.002270882,1.0,0.0,23.0,1.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_06,1,ir_scenario_02,lifecycle_or_authorization,0.07850521500000007,0.007973866,0.068296317,0.011994064999999887,-0.0010648459999999995,0.00010235900000000022,1.0,0.0,22.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_06,2,ir_scenario_02,lifecycle_or_authorization,0.088976838,0.014075764000000001,0.09279027,-0.02693554999999992,0.0011044190000000006,0.00016806899999999986,1.0,0.0,22.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_02_06,3,ir_scenario_02,lifecycle_or_authorization,0.1074790080000001,0.009980140999999998,0.061565765,0.023038445999999935,-0.00019723700000000028,0.0004276009999999997,1.0,0.0,22.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_01,1,ir_scenario_03,direct_personal_recall,0.23364497500000003,0.008992129,0.104906456,0.10518170199999988,0.005454895,0.0002635040000000001,1.0,0.0,22.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_01,2,ir_scenario_03,direct_personal_recall,0.3952833929999999,0.008420502000000002,0.062261619,0.3052381999999998,0.005865097999999999,0.0005762529999999999,1.0,0.0,22.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_01,3,ir_scenario_03,direct_personal_recall,0.29317895299999996,0.008537493,0.07839932,0.18235267900000007,0.006528046000000001,0.000249469,1.0,0.0,22.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_02,1,ir_scenario_03,paraphrased_personal_recall,0.167874077,0.011529095,0.064948912,0.07931057800000008,0.00188097,0.001136856,1.0,0.0,22.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_02,2,ir_scenario_03,paraphrased_personal_recall,0.7448971040000001,0.011461566,0.068000767,0.683559692,0.0008440870000000003,-0.00038533600000000023,1.0,0.0,22.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_02,3,ir_scenario_03,paraphrased_personal_recall,0.10053948099999999,0.011200937999999999,0.064514128,0.02927170400000012,-0.002258395,0.0007308339999999999,1.0,0.0,22.0,0.0,0.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_03,1,ir_scenario_03,multi_fact_personal,0.7023331910000001,0.009321032000000002,0.079971459,0.6000437730000001,0.004086416000000001,-0.0003993429999999999,1.0,0.0,21.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_03,2,ir_scenario_03,multi_fact_personal,0.5262547979999999,0.010672046000000001,0.076087643,0.44892454299999995,0.005994779,0.00130989,1.0,0.0,21.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_03,3,ir_scenario_03,multi_fact_personal,0.705114851,0.012853117000000002,0.092283561,0.549039353,0.028531729,0.0003457289999999999,1.0,0.0,21.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_04,1,ir_scenario_03,general_no_memory,0.616573029,0.5776473080000001,0.0,0.031347071999999976,-0.0002955140000000002,0.0036201209999999996,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_04,2,ir_scenario_03,general_no_memory,0.6400927270000001,0.55345157,0.0,0.08451272600000004,0.0018323459999999995,0.002790749,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_04,3,ir_scenario_03,general_no_memory,0.6496303600000002,0.544801079,0.0,0.09503472300000015,0.0006740899999999996,0.0032429900000000003,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_05,1,ir_scenario_03,unknown_or_conflicting,0.005473003999999948,0.007666953000000001,0.0671198,-0.07994259100000001,0.007925980999999999,0.000736804,1.0,0.0,23.0,1.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_05,2,ir_scenario_03,unknown_or_conflicting,0.04974772500000002,0.008560306000000002,0.071666432,-0.04304097100000015,0.0029213780000000005,-0.00020161799999999976,1.0,0.0,23.0,1.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_05,3,ir_scenario_03,unknown_or_conflicting,0.0980293339999998,0.010267021000000001,0.081493043,-0.019343474999999888,0.003600865,5.835499999999995e-05,1.0,0.0,23.0,1.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_06,1,ir_scenario_03,lifecycle_or_authorization,0.132232621,0.017923504,0.07432427,0.03435138900000023,0.00046164000000000014,0.0001552760000000002,1.0,0.0,23.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_06,2,ir_scenario_03,lifecycle_or_authorization,0.1279968669999998,0.009917378,0.06460241,0.06336951800000001,0.0032487229999999994,-0.0007845349999999998,1.0,0.0,23.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_03_06,3,ir_scenario_03,lifecycle_or_authorization,0.14359506799999977,0.011269071999999998,0.073852357,0.03854082800000014,-0.0003589550000000002,-0.000986724,1.0,0.0,23.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_01,1,ir_scenario_04,direct_personal_recall,0.15550969299999995,0.037361201,0.061133124,0.028180870999999996,0.0044908349999999994,-0.0007926279999999999,1.0,0.0,22.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_01,2,ir_scenario_04,direct_personal_recall,0.18895467600000004,0.007538333999999999,0.057757576,0.12043164900000014,0.0035261860000000006,-0.001307641,1.0,0.0,22.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_01,3,ir_scenario_04,direct_personal_recall,0.4423049480000001,0.009953494000000002,0.060654598,0.3409556709999999,0.0002581940000000015,0.00036666300000000015,1.0,0.0,22.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_02,1,ir_scenario_04,paraphrased_personal_recall,0.002981468999999848,0.0066001379999999985,0.078150843,-0.07363684900000012,0.004190955999999999,0.000672157,1.0,0.0,22.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_02,2,ir_scenario_04,paraphrased_personal_recall,0.08826794700000007,0.008269018,0.074239689,0.0059123290000000495,0.003922950000000001,0.0003816570000000001,1.0,0.0,22.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_02,3,ir_scenario_04,paraphrased_personal_recall,0.12284716300000009,0.01173163,0.079864475,0.0055914129999998785,0.007515836,0.0003394539999999999,1.0,0.0,22.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_03,1,ir_scenario_04,multi_fact_personal,0.9523728570000003,0.012357724,0.083390589,0.8255869029999998,0.006338528,0.00042794899999999995,1.0,0.0,21.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_03,2,ir_scenario_04,multi_fact_personal,0.24304469000000029,0.010971245,0.086400957,0.12240693000000014,0.00766868,0.00019453399999999968,1.0,0.0,21.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_03,3,ir_scenario_04,multi_fact_personal,0.8043770780000001,0.009810448,0.080780867,0.704631923,0.0030915960000000003,0.0011221410000000001,1.0,0.0,21.0,0.0,1.0,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_04,1,ir_scenario_04,general_no_memory,0.06383794199999993,0.015689576000000004,0.0,0.07281273599999993,-0.0001883330000000006,-0.0009584019999999999,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_04,2,ir_scenario_04,general_no_memory,0.042159585000000055,0.005330472000000001,0.0,0.04616004700000009,-0.0006027310000000004,-0.0011040660000000001,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_04,3,ir_scenario_04,general_no_memory,0.05574454100000015,0.008911396999999998,0.0,0.03656081099999997,0.0018557120000000002,0.00054856,0.0,0.0,0.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_05,1,ir_scenario_04,unknown_or_conflicting,0.13321698699999995,0.011160692,0.065272213,0.046601531000000085,0.0006006280000000006,0.00022807399999999999,1.0,0.0,23.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_05,2,ir_scenario_04,unknown_or_conflicting,0.10687293099999984,0.013150343000000002,0.070233116,0.022485285000000133,-0.0005232079999999998,-0.00032530999999999966,1.0,0.0,23.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_05,3,ir_scenario_04,unknown_or_conflicting,0.14984487599999996,0.013101663,0.071047744,0.06605551799999998,-0.0007438469999999997,0.0008637880000000003,1.0,0.0,23.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_06,1,ir_scenario_04,lifecycle_or_authorization,0.178900654,0.01505412,0.066696219,0.09494657100000015,-0.001307903,-0.00025950699999999975,1.0,0.0,23.0,0.0,,0.0
qwen3:0.6b,SELECTIVE-OFF,ir_04_06,2,ir_scenario_04,lifecycle_or_authorization,0.19850405199999988,0.014680918000000001,0.060466055,0.11276552100000004,0.001008434,0.00035913099999999995,1.0,0.0,23.0,0.0,,0.0
