model,comparison,case_id,scenario_id,category,paired_repetitions,failure_difference,generation_s_difference,irrelevant_inspected_difference,irrelevant_supplied_difference,loading_s_difference,request_s_difference,retrieval_attempts_difference,retrieval_s_difference,selection_s_difference,supplied_coverage_difference,unnecessary_retrievals_difference,validation_s_difference
qwen3:0.6b,ALWAYS-OFF,ir_02_05,ir_scenario_02,unknown_or_conflicting,3,0.0,0.2881122083333334,23.0,1.0,-3.9981999999999896e-05,0.3749378196666666,1.0,0.06471717666666667,0.00022206099999999966,,0.0,0.006887896333333333
qwen3:0.6b,ALWAYS-OFF,ir_02_06,ir_scenario_02,lifecycle_or_authorization,3,0.0,0.007051531333333323,22.0,0.0,-6.362333333333351e-05,0.11405403700000005,1.0,0.085465345,0.001432164666666666,0.0,0.0,0.0008740833333333332
qwen3:0.6b,ALWAYS-OFF,ir_03_01,ir_scenario_03,direct_personal_recall,3,0.0,0.19953525066666664,22.0,0.0,0.00033233500000000006,0.3009911966666667,1.0,0.07905093033333332,-0.0007206133333333333,1.0,0.0,0.007845016333333333
qwen3:0.6b,ALWAYS-OFF,ir_03_02,ir_scenario_03,paraphrased_personal_recall,3,0.0,0.27373267600000006,22.0,0.0,0.0010377863333333333,0.3326697360000001,1.0,0.06572880833333333,-0.0024642293333333332,0.0,0.0,-0.0007776096666666663
qwen3:0.6b,ALWAYS-OFF,ir_03_03,ir_scenario_03,multi_fact_personal,3,0.0,0.528070847,21.0,0.0,-0.00033225866666666674,0.6115090316666666,1.0,0.07946952733333333,-0.0007098043333333328,1.0,0.0,0.006094720666666667
qwen3:0.6b,ALWAYS-OFF,ir_03_04,ir_scenario_03,general_no_memory,3,0.0,0.010854250000000029,23.0,0.0,0.0007922433333333335,0.07979521133333341,1.0,0.07521999066666667,-0.0016040366666666666,,1.0,-0.0006882040000000004
qwen3:0.6b,ALWAYS-OFF,ir_03_05,ir_scenario_03,unknown_or_conflicting,3,0.0,-0.07353446366666667,23.0,1.0,0.00010399633333333345,0.0031093723333333045,1.0,0.06915970066666667,-0.0027531319999999997,,0.0,0.003646059333333333
qwen3:0.6b,ALWAYS-OFF,ir_03_06,ir_scenario_03,lifecycle_or_authorization,3,0.0,0.04150562000000013,23.0,0.0,-0.0007643419999999999,0.1018594506666665,1.0,0.06500257533333334,0.00010315933333333281,,0.0,0.0006933536666666667
qwen3:0.6b,ALWAYS-OFF,ir_04_01,ir_scenario_04,direct_personal_recall,3,0.0,0.17743065533333344,22.0,0.0,-0.00010316133333333321,0.259020651,1.0,0.07214000933333334,0.0006283736666666661,1.0,0.0,0.003440893000000001
qwen3:0.6b,ALWAYS-OFF,ir_04_02,ir_scenario_04,paraphrased_personal_recall,3,0.0,-0.022553848333333477,22.0,0.0,0.0005283316666666667,0.08232283233333337,1.0,0.08914417533333334,0.0012025263333333331,1.0,0.0,0.0034679506666666663
qwen3:0.6b,ALWAYS-OFF,ir_04_03,ir_scenario_04,multi_fact_personal,3,0.0,0.50934224,21.0,0.0,6.163399999999993e-05,0.6072681946666667,1.0,0.083710095,0.001114818,1.0,0.0,0.005543292333333333
qwen3:0.6b,ALWAYS-OFF,ir_04_04,ir_scenario_04,general_no_memory,3,0.0,-0.00853983966666664,23.0,0.0,-0.00047412866666666657,0.05165521566666668,1.0,0.07370720133333333,-0.0013494693333333339,,1.0,0.000509386333333333
qwen3:0.6b,ALWAYS-OFF,ir_04_05,ir_scenario_04,unknown_or_conflicting,3,0.0,0.02801657766666669,23.0,0.0,6.321900000000014e-05,0.09295474399999996,1.0,0.06736870666666667,0.000575602666666666,,0.0,-0.00015074733333333314
qwen3:0.6b,ALWAYS-OFF,ir_04_06,ir_scenario_04,lifecycle_or_authorization,3,0.0,0.08578544000000006,23.0,0.0,0.0006091663333333332,0.1617349426666667,1.0,0.07305637833333334,-0.00010204333333333274,,0.0,-0.0008544810000000001
qwen3:0.6b,ALWAYS-OFF,ir_05_01,ir_scenario_05,direct_personal_recall,3,0.0,-0.04685796000000009,22.0,0.0,0.0005452676666666666,0.04495638533333324,1.0,0.07705728866666667,-0.00044673866666666726,1.0,0.0,0.005230121666666667
qwen3:0.6b,ALWAYS-OFF,ir_05_02,ir_scenario_05,paraphrased_personal_recall,3,0.0,0.3437434216666666,22.0,0.0,0.0002254600000000001,0.4286827256666667,1.0,0.073697655,-0.0011891923333333329,1.0,0.0,0.006089890666666668
qwen3:0.6b,ALWAYS-OFF,ir_05_03,ir_scenario_05,multi_fact_personal,3,0.0,0.013974622000000029,21.0,0.0,-0.0001660773333333333,0.09981389599999997,1.0,0.08601111633333333,0.0007429710000000008,1.0,0.0,0.004133131333333334
qwen3:0.6b,ALWAYS-OFF,ir_05_04,ir_scenario_05,general_no_memory,3,0.0,0.004368824000000012,23.0,0.0,0.0004612183333333333,0.086859973,1.0,0.07661587,0.0005201436666666665,,1.0,0.0001321736666666665
qwen3:0.6b,ALWAYS-OFF,ir_05_05,ir_scenario_05,unknown_or_conflicting,3,0.0,0.5109807103333334,23.0,2.0,0.00018974999999999995,0.5992403829999999,1.0,0.07171559500000001,-0.0001319293333333331,,0.0,0.0055425403333333335
qwen3:0.6b,ALWAYS-OFF,ir_05_06,ir_scenario_05,lifecycle_or_authorization,3,0.0,-0.5000643170000003,23.0,0.0,-0.4984704116666662,0.03115882333333316,1.0,0.5218447646666667,-0.0001212659999999995,,0.0,0.003002004
qwen3:0.6b,ALWAYS-OFF,ir_06_01,ir_scenario_06,direct_personal_recall,3,0.0,0.48152838866666675,22.0,0.0,0.0004097006666666666,0.5592456819999999,1.0,0.06583264466666666,0.00052462,1.0,0.0,0.003635766333333333
qwen3:0.6b,ALWAYS-OFF,ir_06_02,ir_scenario_06,paraphrased_personal_recall,3,0.0,-0.04783619366666662,22.0,0.0,-0.00019450166666666667,-0.03960700100000003,1.0,0.07453640566666667,-0.049639216666666666,0.0,0.0,0.044876036999999994
qwen3:0.6b,ALWAYS-OFF,ir_06_03,ir_scenario_06,multi_fact_personal,3,0.0,0.5366445713333332,21.0,0.0,-0.0004065463333333334,0.6244592749999999,1.0,0.07592751033333334,0.00014942966666666702,1.0,0.0,0.005818730666666667
qwen3:0.6b,ALWAYS-OFF,ir_06_04,ir_scenario_06,general_no_memory,3,0.0,0.730889658,23.0,1.0,0.0002481123333333333,0.814230275,1.0,0.076459668,-0.00011414499999999952,,1.0,0.0062469126666666675
qwen3:0.6b,ALWAYS-OFF,ir_06_05,ir_scenario_06,unknown_or_conflicting,3,0.0,0.40728992633333333,23.0,1.0,0.00033077633333333323,0.5238357889999999,1.0,0.09083114833333333,8.481666666666603e-05,,0.0,0.006026911666666666
qwen3:0.6b,ALWAYS-OFF,ir_06_06,ir_scenario_06,lifecycle_or_authorization,3,0.0,0.7978269536666666,23.0,1.0,-2.267666666666846e-06,0.8926944513333334,1.0,0.078333419,0.00022767533333333326,,0.0,0.003960874666666667
qwen3:0.6b,ALWAYS-OFF,ir_07_01,ir_scenario_07,direct_personal_recall,3,0.0,0.4814501663333333,22.0,0.0,-0.0002052073333333335,0.5538724386666666,1.0,0.07727051,-4.252766666666685e-05,1.0,0.0,0.003537458666666667
qwen3:0.6b,ALWAYS-OFF,ir_07_02,ir_scenario_07,paraphrased_personal_recall,3,0.0,-0.037852376333333014,22.0,0.0,-0.07759773999999958,0.39120868433333295,1.0,0.432855507,0.0006170986666666668,0.0,0.0,0.00039064566666666654
qwen3:0.6b,ALWAYS-OFF,ir_07_03,ir_scenario_07,multi_fact_personal,3,0.0,0.472147465,21.0,0.0,0.00027880766666666675,0.5720923846666667,1.0,0.087308018,-0.0007693913333333326,1.0,0.0,0.006034400666666667
qwen3:0.6b,ALWAYS-OFF,ir_07_04,ir_scenario_07,general_no_memory,3,0.0,0.07362995066666667,23.0,0.0,0.00015861633333333325,0.16523904433333328,1.0,0.08379280833333333,0.0015728670000000004,,1.0,0.0020909003333333333
qwen3:0.6b,ALWAYS-OFF,ir_07_05,ir_scenario_07,unknown_or_conflicting,3,0.0,0.5754391526666667,21.0,0.0,0.0003991799999999999,0.6623205986666667,1.0,0.07528195733333333,0.0016081869999999999,1.0,0.0,0.006070498
qwen3:0.6b,ALWAYS-OFF,ir_07_06,ir_scenario_07,lifecycle_or_authorization,3,0.0,-0.029590045333333388,0.0,0.0,0.0006076526666666666,-0.038580901333333285,0.0,0.0,-0.00045115433333333305,,0.0,-0.0011230103333333336
qwen3:0.6b,ALWAYS-OFF,ir_08_01,ir_scenario_08,direct_personal_recall,3,0.0,0.6294348003333335,22.0,1.0,-0.07693529766666662,1.0825184033333333,1.0,0.444144222,-0.0017425686666666662,1.0,0.0,0.007526605666666668
qwen3:0.6b,ALWAYS-OFF,ir_08_02,ir_scenario_08,paraphrased_personal_recall,3,0.0,0.7514624070000001,22.0,1.0,0.00014292833333333336,0.8471273179999999,1.0,0.084271634,-0.0023543863333333336,0.0,0.0,0.006245313333333333
qwen3:0.6b,ALWAYS-OFF,ir_08_03,ir_scenario_08,multi_fact_personal,3,0.0,0.6457368786666666,21.0,0.0,0.00012214466666666678,0.7438618560000001,1.0,0.08878104566666667,-0.0007406079999999997,1.0,0.0,0.005972472666666667
qwen3:0.6b,ALWAYS-OFF,ir_08_04,ir_scenario_08,general_no_memory,3,0.0,0.5359221243333335,23.0,1.0,-0.000557244,0.6264673986666667,1.0,0.07364797833333334,0.00015074099999999994,,1.0,0.005116870333333333
qwen3:0.6b,ALWAYS-OFF,ir_08_05,ir_scenario_08,unknown_or_conflicting,3,0.0,0.3171362566666666,21.0,0.0,0.00026654366666666675,0.3880856646666666,1.0,0.08327589733333333,-0.008505205333333333,0.5,0.0,0.001759765333333333
qwen3:0.6b,ALWAYS-OFF,ir_08_06,ir_scenario_08,lifecycle_or_authorization,3,0.0,-0.12736588833333332,0.0,0.0,0.0006833006666666667,-0.126303658,0.0,0.0,-0.002266197666666667,,0.0,-0.0004152349999999999
qwen3:1.7b,SELECTIVE-ALWAYS,ir_01_01,ir_scenario_01,direct_personal_recall,3,0.0,-1.6345104756666669,0.0,0.0,-0.0005354613333333333,-1.617952531,0.0,0.006375813333333337,0.009661217,0.0,0.0,0.0010331150000000005
qwen3:1.7b,SELECTIVE-ALWAYS,ir_01_02,ir_scenario_01,paraphrased_personal_recall,3,0.0,-3.8483978,-22.0,0.0,0.003000188333333333,-0.6388941870000003,-1.0,-0.07414879333333334,3.2843178216666664,0.0,0.0,-0.0008266006666666666
qwen3:1.7b,SELECTIVE-ALWAYS,ir_01_03,ir_scenario_01,multi_fact_personal,3,0.3333333333333333,-1.2163688776666668,0.0,0.0,-0.0003236196666666665,-1.2139976450000007,0.0,-0.0025032583333333322,0.008648210666666666,0.0,0.0,-0.005392015666666667
qwen3:1.7b,SELECTIVE-ALWAYS,ir_01_04,ir_scenario_01,general_no_memory,3,0.0,-1.2568049013333338,-23.0,0.0,-0.00019436600000000007,-1.3285237606666669,-1.0,-0.081567001,0.011922754333333332,,-1.0,0.0012400780000000001
qwen3:1.7b,SELECTIVE-ALWAYS,ir_01_05,ir_scenario_01,unknown_or_conflicting,3,0.0,-4.225890666000001,0.0,0.0,-0.00029403999999999997,-4.227497028,0.0,-0.007846922000000001,0.010186667,,0.0,-0.000380178666666667
qwen3:1.7b,SELECTIVE-ALWAYS,ir_01_06,ir_scenario_01,lifecycle_or_authorization,3,0.3333333333333333,-3.786558504333334,0.0,0.0,-6.461733333333341e-05,-3.792814628666667,0.0,-0.007310389666666667,0.014080942333333334,0.0,0.0,-0.00737156
qwen3:1.7b,SELECTIVE-ALWAYS,ir_02_01,ir_scenario_02,direct_personal_recall,3,0.0,-1.982807472666667,0.0,0.0,-1.100433333333338e-05,-1.9788961313333335,0.0,0.0059613613333333315,0.010104465333333333,0.0,0.0,0.002223106333333334
qwen3:1.7b,SELECTIVE-ALWAYS,ir_02_02,ir_scenario_02,paraphrased_personal_recall,3,-0.3333333333333333,6.5534399180000005,0.0,0.0,7.762360882333334,7.161450992333334,0.0,0.5846759133333334,0.010266056666666665,0.0,0.0,0.0028442406666666664
qwen3:1.7b,SELECTIVE-ALWAYS,ir_02_03,ir_scenario_02,multi_fact_personal,3,0.0,-3.380837949666667,0.0,0.0,-0.0004935176666666668,-3.3730912956666663,0.0,0.0024963460000000013,0.012211821,0.0,0.0,-0.0010479313333333334
qwen3:1.7b,SELECTIVE-ALWAYS,ir_02_04,ir_scenario_02,general_no_memory,3,0.0,0.49984808966666644,-23.0,-2.0,0.0004948340000000001,0.3963925726666666,-1.0,-0.09123880566666667,0.011035380666666667,,-1.0,-0.006656886333333333
qwen3:1.7b,SELECTIVE-ALWAYS,ir_02_05,ir_scenario_02,unknown_or_conflicting,3,0.0,-0.9372572706666662,0.0,0.0,0.0003832693333333333,-0.9295129346666671,0.0,0.00865750666666667,0.008726824333333334,,0.0,-0.0011013826666666671
qwen3:1.7b,SELECTIVE-ALWAYS,ir_02_06,ir_scenario_02,lifecycle_or_authorization,3,-0.3333333333333333,-2.12274782,0.0,0.0,-0.00046777266666666657,-2.109051848333333,0.0,-0.0018068573333333282,0.011262768333333334,0.0,0.0,0.0025201433333333335
qwen3:1.7b,SELECTIVE-ALWAYS,ir_03_01,ir_scenario_03,direct_personal_recall,3,0.0,-2.6651657886666666,0.0,0.0,0.00010583333333333336,-2.6634896123333327,0.0,-0.006763723000000004,0.009600744,0.0,0.0,8.078700000000057e-05
qwen3:1.7b,SELECTIVE-ALWAYS,ir_03_02,ir_scenario_03,paraphrased_personal_recall,3,0.3333333333333333,-3.6162761900000007,0.0,0.0,0.0010660719999999997,-3.618988422333333,0.0,-0.005685827666666661,0.011418177333333333,0.0,0.0,-0.0027455336666666664
qwen3:1.7b,SELECTIVE-ALWAYS,ir_03_03,ir_scenario_03,multi_fact_personal,3,0.0,-3.2245387456666665,0.0,0.0,-0.00016701866666666643,-3.217073839333333,0.0,0.0008939423333333326,0.009878004,0.0,0.0,-0.001916038333333334
qwen3:1.7b,SELECTIVE-ALWAYS,ir_03_04,ir_scenario_03,general_no_memory,3,0.0,-2.847465357666667,-23.0,0.0,0.0037860416666666667,1.7486983123333317,-1.0,-0.07792118566666667,4.497401527333333,,-1.0,-0.00019673766666666667
qwen3:1.7b,SELECTIVE-ALWAYS,ir_03_05,ir_scenario_03,unknown_or_conflicting,3,0.0,-1.1720496099999997,0.0,0.0,0.0003901003333333334,-1.1623571869999998,0.0,-0.010985829000000003,0.015825058,,0.0,-0.0014229236666666665
qwen3:1.7b,SELECTIVE-ALWAYS,ir_03_06,ir_scenario_03,lifecycle_or_authorization,3,0.0,-5.703396468666666,0.0,0.0,-0.0004242813333333333,-5.676151328333333,0.0,0.0042118253333333355,0.010716904999999999,,0.0,0.00024681366666666683
qwen3:1.7b,SELECTIVE-ALWAYS,ir_04_01,ir_scenario_04,direct_personal_recall,3,0.0,-2.119662711333333,0.0,0.0,0.00031913366666666684,-2.066852121333333,0.0,0.02047726066666666,0.014875292333333333,0.0,0.0,0.00012528766666666685
qwen3:1.7b,SELECTIVE-ALWAYS,ir_04_02,ir_scenario_04,paraphrased_personal_recall,3,0.0,-2.058722423333333,0.0,0.0,0.0002969213333333335,-2.0569288586666663,0.0,-0.007726654333333328,0.014814371,0.0,0.0,0.00036541066666666695
qwen3:1.7b,SELECTIVE-ALWAYS,ir_04_03,ir_scenario_04,multi_fact_personal,3,-0.3333333333333333,-4.372434721333333,0.0,0.0,-0.0002814709999999999,-4.349334513333334,0.0,0.0035494069999999953,0.011207212,0.0,0.0,0.005771953333333334
qwen3:1.7b,SELECTIVE-ALWAYS,ir_04_04,ir_scenario_04,general_no_memory,3,0.0,7.184260173333333,-23.0,0.0,8.344098011333333,7.113880751666665,-1.0,-0.08026110733333333,0.006249540666666667,,-1.0,0.0009051339999999996
qwen3:1.7b,SELECTIVE-ALWAYS,ir_04_05,ir_scenario_04,unknown_or_conflicting,3,0.0,-0.6030585556666663,0.0,0.0,-0.0003159743333333331,-0.5905614269999999,0.0,-0.0004180640000000004,0.010609430333333333,,0.0,-0.00022055166666666687
qwen3:1.7b,SELECTIVE-ALWAYS,ir_04_06,ir_scenario_04,lifecycle_or_authorization,3,0.3333333333333333,-3.0204422363333334,0.0,0.0,-0.0001509053333333333,-3.011158600666666,0.0,-0.010072238666666664,0.016457642,,0.0,-0.0023487746666666664
qwen3:1.7b,SELECTIVE-ALWAYS,ir_05_01,ir_scenario_05,direct_personal_recall,3,0.0,-1.0664542986666665,0.0,0.0,-0.0001497466666666667,-1.061025691666667,0.0,-0.0033556760000000067,0.011415120333333332,0.0,0.0,-0.0017420586666666669
qwen3:1.7b,SELECTIVE-ALWAYS,ir_05_02,ir_scenario_05,paraphrased_personal_recall,3,0.0,8.264838972000002,0.0,0.0,9.243178081666667,8.517009657,0.0,0.23443540966666668,0.012937024666666666,0.0,0.0,0.0007251203333333341
qwen3:1.7b,SELECTIVE-ALWAYS,ir_05_03,ir_scenario_05,multi_fact_personal,3,0.0,-5.233494635666667,0.0,0.0,0.0005902523333333334,-5.234695854666667,0.0,0.008784371666666665,0.012686595333333333,0.0,0.0,-0.004161861
qwen3:1.7b,SELECTIVE-ALWAYS,ir_05_04,ir_scenario_05,general_no_memory,3,0.0,2.1152775506666663,-23.0,0.0,0.0029234986666666664,6.004559562666667,-1.0,-0.07903058633333333,3.969477154,,-1.0,-0.00036975800000000014
qwen3:1.7b,SELECTIVE-ALWAYS,ir_05_05,ir_scenario_05,unknown_or_conflicting,3,0.0,-3.6797439536666663,0.0,0.0,-0.00023610533333333336,-3.674652028,0.0,-0.004286676000000003,0.010942058333333332,,0.0,0.00019293766666666755
qwen3:1.7b,SELECTIVE-ALWAYS,ir_05_06,ir_scenario_05,lifecycle_or_authorization,3,0.0,-5.224432722333333,0.0,0.0,-0.2294106969999997,-3.593067154666667,0.0,1.5964313816666664,0.011824058333333333,,0.0,0.0003985076666666668
qwen3:1.7b,SELECTIVE-ALWAYS,ir_06_01,ir_scenario_06,direct_personal_recall,3,0.0,-10.984287267333334,0.0,0.0,-8.244067573666666,-11.591769513333332,0.0,-0.6215190273333333,0.013685710333333333,0.0,0.0,-0.0013867203333333335
qwen3:1.7b,SELECTIVE-ALWAYS,ir_06_02,ir_scenario_06,paraphrased_personal_recall,3,0.0,-2.471863079,0.0,0.0,0.00013321699999999993,-2.458192769333333,0.0,0.0013668703333333347,0.010826073333333333,0.0,0.0,-0.0006901476666666666
qwen3:1.7b,SELECTIVE-ALWAYS,ir_06_03,ir_scenario_06,multi_fact_personal,3,0.0,-2.623445077,0.0,0.0,-6.809466666666663e-05,-2.5964508630000003,0.0,0.010915641666666665,0.011610908666666666,0.0,0.0,-0.00030180266666666723
qwen3:1.7b,SELECTIVE-ALWAYS,ir_06_04,ir_scenario_06,general_no_memory,3,0.0,-0.6040224600000004,-23.0,-1.0,0.006841531666666666,1.9463608250000002,-1.0,-0.08209316966666666,2.6493421103333334,,-1.0,-0.005224981
qwen3:1.7b,SELECTIVE-ALWAYS,ir_06_05,ir_scenario_06,unknown_or_conflicting,3,0.0,-0.9195162456666667,0.0,0.0,7.979334512333332,10.515682686666667,0.0,0.33220226766666666,11.094299498000002,,0.0,0.0032804933333333325
qwen3:1.7b,SELECTIVE-ALWAYS,ir_06_06,ir_scenario_06,lifecycle_or_authorization,3,0.0,0.2732773939999997,0.0,0.0,0.0006656119999999998,0.2831775406666666,0.0,-0.004386243000000001,0.012052927,,0.0,0.004162590333333334
qwen3:1.7b,SELECTIVE-ALWAYS,ir_07_01,ir_scenario_07,direct_personal_recall,3,0.0,-11.139703563666666,0.0,0.0,-8.305220577333333,-11.601540476333334,0.0,-0.4672637396666667,0.010906841333333334,0.0,0.0,-0.00016994166666666732
qwen3:1.7b,SELECTIVE-ALWAYS,ir_07_02,ir_scenario_07,paraphrased_personal_recall,3,0.0,-1.0667052166666668,0.0,0.0,0.8983483466666672,-0.7909412866666677,0.0,0.26520899800000003,0.011503704333333333,0.0,0.0,-0.0010250709999999998
qwen3:1.7b,SELECTIVE-ALWAYS,ir_07_03,ir_scenario_07,multi_fact_personal,3,0.0,-2.0884630520000003,0.0,0.0,-3.1663333333333366e-05,-2.0703479156666673,0.0,0.011875896999999996,0.008995910999999999,0.0,0.0,0.0009856506666666668
qwen3:1.7b,SELECTIVE-ALWAYS,ir_07_04,ir_scenario_07,general_no_memory,3,0.0,-0.09992315066666653,-23.0,0.0,0.0004858003333333333,-0.18181852766666692,-1.0,-0.08778674,0.010844847000000001,,-1.0,0.00026650533333333364
qwen3:1.7b,SELECTIVE-ALWAYS,ir_07_05,ir_scenario_07,unknown_or_conflicting,3,0.0,-1.8624233959999998,0.0,0.0,-0.00024893000000000007,-1.8712728130000003,0.0,-0.008293364000000006,0.010693799666666667,0.0,0.0,-0.0010255733333333326
qwen3:1.7b,SELECTIVE-ALWAYS,ir_07_06,ir_scenario_07,lifecycle_or_authorization,3,0.0,-1.2839995973333336,0.0,0.0,0.008248577,-1.2891331656666667,0.0,0.0,-0.00036476233333333313,,0.0,0.0003693469999999999
qwen3:1.7b,SELECTIVE-ALWAYS,ir_08_01,ir_scenario_08,direct_personal_recall,3,0.0,-6.260927648666666,0.0,0.0,-0.7749069143333334,-6.402694044333333,0.0,-0.10072335266666661,0.010081101,0.0,0.0,-0.0018025313333333345
qwen3:1.7b,SELECTIVE-ALWAYS,ir_08_02,ir_scenario_08,paraphrased_personal_recall,3,0.0,-0.2578433826666666,-22.0,-1.0,0.003356721333333333,3.2203787606666663,-1.0,-0.09074754833333333,3.4977155363333337,0.0,0.0,-0.004208123
qwen3:1.7b,SELECTIVE-ALWAYS,ir_08_03,ir_scenario_08,multi_fact_personal,3,0.0,-15.459561782666666,0.0,0.0,-8.008635211666666,-15.961263689333334,0.0,-0.4968931236666667,0.008111232333333334,0.0,0.0,-0.0009784040000000004
qwen3:1.7b,SELECTIVE-ALWAYS,ir_08_04,ir_scenario_08,general_no_memory,3,0.0,6.948752271999999,0.0,0.0,0.003470785,10.48355507,0.0,0.008449185333333331,3.4715167443333335,,0.0,-0.0004805160000000003
qwen3:1.7b,SELECTIVE-ALWAYS,ir_08_05,ir_scenario_08,unknown_or_conflicting,3,0.0,-1.239389369333333,0.0,0.0,0.004119887,-1.2264682486666665,0.0,-0.012987308666666664,0.018034519666666665,0.0,0.0,-0.0011274653333333325
qwen3:1.7b,SELECTIVE-ALWAYS,ir_08_06,ir_scenario_08,lifecycle_or_authorization,3,0.0,-0.607701067666666,0.0,0.0,0.00046255233333333313,-0.5990445696666669,0.0,0.0,0.0018908586666666661,,0.0,-0.00010247299999999963
qwen3:1.7b,SELECTIVE-OFF,ir_01_01,ir_scenario_01,direct_personal_recall,3,0.0,-1.5175418576666668,22.0,1.0,-0.0006511206666666667,-1.416286229333333,1.0,0.07706031,0.010509785666666667,0.0,0.0,0.006048308
qwen3:1.7b,SELECTIVE-OFF,ir_01_02,ir_scenario_01,paraphrased_personal_recall,3,0.0,0.7179357953333333,0.0,0.0,0.0022697906666666666,4.006461039666666,0.0,0.0,3.2849625596666665,0.0,0.0,0.0004011493333333334
qwen3:1.7b,SELECTIVE-OFF,ir_01_03,ir_scenario_01,multi_fact_personal,3,0.3333333333333333,4.5517154589999995,21.0,1.0,-0.0006817679999999999,4.656497079666667,1.0,0.080927391,0.010238972666666665,1.0,0.0,0.001900902
qwen3:1.7b,SELECTIVE-OFF,ir_01_04,ir_scenario_01,general_no_memory,3,0.0,0.20349443799999958,0.0,0.0,-0.00021511633333333338,0.22253445466666655,0.0,0.0,0.012206240333333333,,0.0,0.002479946333333334
qwen3:1.7b,SELECTIVE-OFF,ir_01_05,ir_scenario_01,unknown_or_conflicting,3,0.0,-0.2395708959999999,23.0,0.0,-0.0003130016666666665,-0.14422300033333357,1.0,0.082857359,0.010502370666666667,,0.0,0.0009148983333333334
qwen3:1.7b,SELECTIVE-OFF,ir_01_06,ir_scenario_01,lifecycle_or_authorization,3,0.3333333333333333,-10.987102168333333,22.0,1.0,-8.576978272333333,-10.902660109666666,1.0,0.07368105533333333,0.012942559333333332,1.0,0.0,-0.00036754266666666713
qwen3:1.7b,SELECTIVE-OFF,ir_02_01,ir_scenario_02,direct_personal_recall,3,0.0,-4.265947315999999,22.0,0.0,-0.0005120483333333335,-4.163484620666667,1.0,0.08148818066666666,0.010722647666666668,1.0,0.0,0.0065981780000000005
qwen3:1.7b,SELECTIVE-OFF,ir_02_02,ir_scenario_02,paraphrased_personal_recall,3,0.0,7.119720992666667,22.0,0.0,7.765195242666667,7.805708506333334,1.0,0.6711243453333333,0.012061169,0.0,0.0,-0.001205123666666667
qwen3:1.7b,SELECTIVE-OFF,ir_02_03,ir_scenario_02,multi_fact_personal,3,0.0,-0.5246601106666668,21.0,1.0,-0.0006636860000000001,-0.408971953666667,1.0,0.096355772,0.010780802999999999,1.0,0.0,0.006786765333333333
qwen3:1.7b,SELECTIVE-OFF,ir_02_04,ir_scenario_02,general_no_memory,3,0.0,4.456943255666667,0.0,0.0,0.00048793100000000004,4.460609162333333,0.0,0.0,0.011182963,,0.0,-0.0007383456666666665
qwen3:1.7b,SELECTIVE-OFF,ir_02_05,ir_scenario_02,unknown_or_conflicting,3,0.0,0.14135196900000016,23.0,1.0,-0.00043809466666666673,0.24064846766666617,1.0,0.07657639833333334,0.009949326333333333,,0.0,0.0033726866666666665
qwen3:1.7b,SELECTIVE-OFF,ir_02_06,ir_scenario_02,lifecycle_or_authorization,3,0.0,0.041862543000000585,22.0,0.0,0.00024503133333333353,0.13976350066666723,1.0,0.08489350333333333,0.012190484333333333,0.0,0.0,0.0009648299999999999
qwen3:1.7b,SELECTIVE-OFF,ir_03_01,ir_scenario_03,direct_personal_recall,3,0.0,-1.4632707526666666,22.0,0.0,-0.00043304566666666644,-1.3490154503333331,1.0,0.07884135233333334,0.012059269666666666,1.0,0.0,0.004900367333333334
qwen3:1.7b,SELECTIVE-OFF,ir_03_02,ir_scenario_03,paraphrased_personal_recall,3,0.3333333333333333,-0.5763649846666672,22.0,0.0,0.0010250866666666667,-0.49107183733333376,1.0,0.07665248100000001,0.011791852,0.0,0.0,-0.0022486559999999995
qwen3:1.7b,SELECTIVE-OFF,ir_03_03,ir_scenario_03,multi_fact_personal,3,0.0,1.0780967886666664,21.0,0.0,-0.00019578999999999964,1.186984601333334,1.0,0.08710092,0.009256510666666667,1.0,0.0,0.006218958333333333
qwen3:1.7b,SELECTIVE-OFF,ir_03_04,ir_scenario_03,general_no_memory,3,0.0,5.0651454199999995,0.0,0.0,0.0031570253333333335,9.741473850333334,0.0,0.0,4.497246313,,0.0,-2.8070666666666726e-05
qwen3:1.7b,SELECTIVE-OFF,ir_03_05,ir_scenario_03,unknown_or_conflicting,3,0.0,-2.389906354,23.0,1.0,0.00038958066666666674,-2.280100191,1.0,0.08065626166666666,0.014426175666666667,,0.0,0.003853385
qwen3:1.7b,SELECTIVE-OFF,ir_03_06,ir_scenario_03,lifecycle_or_authorization,3,0.0,1.5563860433333332,23.0,0.0,-0.00024287500000000004,1.6696023569999998,1.0,0.07740146733333333,0.012115589333333333,,0.0,0.0001030443333333335
qwen3:1.7b,SELECTIVE-OFF,ir_04_01,ir_scenario_04,direct_personal_recall,3,0.0,-2.226316916333333,22.0,0.0,-0.00017549799999999992,-2.08267918,1.0,0.08927506133333334,0.016249126333333332,1.0,0.0,0.003638051333333333
qwen3:1.7b,SELECTIVE-OFF,ir_04_02,ir_scenario_04,paraphrased_personal_recall,3,0.0,0.21732212199999998,22.0,0.0,0.0007672306666666668,0.31888383800000025,1.0,0.07654759633333334,0.014842582666666666,1.0,0.0,0.004708253666666667
