model,policy,repetition,slot,directory,seal_sha256,attempted,status,fragment_offset,planned,failure,worker_session_wall_s,observations,http_events,request_events,start,finish,accounting,inherited_from_prior_collection
qwen3:0.6b,ALWAYS,3,13,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_13_from_01,1d551d512755caac3936a60e9f72b6575835365791817ac2c539c141f35d7a4f,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",6.961074334,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:05:35.842465+00:00"",""fan_pwm"":109,""memory"":{""mem_available_kib"":2316268,""mem_total_kib"":7803236,""swap_free_kib"":1120016,""swap_total_kib"":3901608,""swap_used_kib"":2781592},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.406,""gpu-thermal"":57.75,""soc0-thermal"":56.75,""soc1-thermal"":56.656,""soc2-thermal"":56.906,""tj-thermal"":57.75},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:05:35.860513+00:00"",""fan_pwm"":109,""memory"":{""mem_available_kib"":2316268,""mem_total_kib"":7803236,""swap_free_kib"":1120016,""swap_total_kib"":3901608,""swap_used_kib"":2781592},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.343,""gpu-thermal"":57.687,""soc0-thermal"":56.781,""soc1-thermal"":56.593,""soc2-thermal"":56.875,""tj-thermal"":57.968},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:0.6b,ALWAYS,3,13,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_13_from_01_admission_retry_01,0b42f72ee97bc23fc9d58c68813a18285fa278d04c75017f01b1a63baf71cfba,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",6.870520217,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:06:05.519501+00:00"",""fan_pwm"":97,""memory"":{""mem_available_kib"":2341420,""mem_total_kib"":7803236,""swap_free_kib"":1121040,""swap_total_kib"":3901608,""swap_used_kib"":2780568},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.593,""gpu-thermal"":55.906,""soc0-thermal"":54.812,""soc1-thermal"":54.812,""soc2-thermal"":55.031,""tj-thermal"":55.656},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:06:05.538309+00:00"",""fan_pwm"":97,""memory"":{""mem_available_kib"":2342280,""mem_total_kib"":7803236,""swap_free_kib"":1121040,""swap_total_kib"":3901608,""swap_used_kib"":2780568},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.531,""gpu-thermal"":55.656,""soc0-thermal"":54.781,""soc1-thermal"":54.656,""soc2-thermal"":54.843,""tj-thermal"":55.656},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:0.6b,SELECTIVE,3,14,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_14_from_01,e8c79fa15314d111b51f7f0455dd1c4f802f0122227ae68517d775a58d92e55b,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",6.969525451,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:08:23.894998+00:00"",""fan_pwm"":101,""memory"":{""mem_available_kib"":2308604,""mem_total_kib"":7803236,""swap_free_kib"":1123600,""swap_total_kib"":3901608,""swap_used_kib"":2778008},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.718,""gpu-thermal"":57.406,""soc0-thermal"":56.468,""soc1-thermal"":56.562,""soc2-thermal"":56.718,""tj-thermal"":57.718},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:08:23.911744+00:00"",""fan_pwm"":101,""memory"":{""mem_available_kib"":2308604,""mem_total_kib"":7803236,""swap_free_kib"":1123600,""swap_total_kib"":3901608,""swap_used_kib"":2778008},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.5,""gpu-thermal"":57.375,""soc0-thermal"":56.437,""soc1-thermal"":56.593,""soc2-thermal"":56.687,""tj-thermal"":57.562},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:0.6b,SELECTIVE,3,14,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_14_from_01_admission_retry_01,3f8b12f44b659a8fae9f50878690ed36bd87d83c2d629f195ac2a705621b9c04,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",7.267562925,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:08:53.869204+00:00"",""fan_pwm"":92,""memory"":{""mem_available_kib"":2350528,""mem_total_kib"":7803236,""swap_free_kib"":1123856,""swap_total_kib"":3901608,""swap_used_kib"":2777752},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.375,""gpu-thermal"":55.437,""soc0-thermal"":54.687,""soc1-thermal"":54.5,""soc2-thermal"":54.781,""tj-thermal"":55.656},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:08:53.922463+00:00"",""fan_pwm"":92,""memory"":{""mem_available_kib"":2347856,""mem_total_kib"":7803236,""swap_free_kib"":1123856,""swap_total_kib"":3901608,""swap_used_kib"":2777752},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.562,""gpu-thermal"":55.437,""soc0-thermal"":54.593,""soc1-thermal"":54.562,""soc2-thermal"":54.656,""tj-thermal"":55.593},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:0.6b,OFF,3,15,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_15_from_01,d814a7b57e88657c0677739fc48f3ed89f837a523917c84b8b4bd75aa47b9d6a,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",7.136821505,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:11:16.170028+00:00"",""fan_pwm"":101,""memory"":{""mem_available_kib"":2306464,""mem_total_kib"":7803236,""swap_free_kib"":1124368,""swap_total_kib"":3901608,""swap_used_kib"":2777240},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.375,""gpu-thermal"":57.375,""soc0-thermal"":56.437,""soc1-thermal"":56.218,""soc2-thermal"":56.625,""tj-thermal"":57.437},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:11:16.187051+00:00"",""fan_pwm"":101,""memory"":{""mem_available_kib"":2304952,""mem_total_kib"":7803236,""swap_free_kib"":1124368,""swap_total_kib"":3901608,""swap_used_kib"":2777240},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.5,""gpu-thermal"":57.375,""soc0-thermal"":56.468,""soc1-thermal"":56.312,""soc2-thermal"":56.531,""tj-thermal"":57.625},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:0.6b,OFF,3,15,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_15_from_01_admission_retry_01,01c80f69df97e2b2e394a8de40d3db66ac58b8162a86bdce1b111a3c3b85396d,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",7.229956018,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:11:46.397999+00:00"",""fan_pwm"":97,""memory"":{""mem_available_kib"":2313080,""mem_total_kib"":7803236,""swap_free_kib"":1124368,""swap_total_kib"":3901608,""swap_used_kib"":2777240},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.906,""gpu-thermal"":55.843,""soc0-thermal"":54.781,""soc1-thermal"":54.656,""soc2-thermal"":54.906,""tj-thermal"":55.906},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:11:46.417654+00:00"",""fan_pwm"":97,""memory"":{""mem_available_kib"":2312828,""mem_total_kib"":7803236,""swap_free_kib"":1124368,""swap_total_kib"":3901608,""swap_used_kib"":2777240},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.875,""gpu-thermal"":55.625,""soc0-thermal"":54.718,""soc1-thermal"":54.781,""soc2-thermal"":54.906,""tj-thermal"":55.875},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:1.7b,OFF,3,16,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_16_from_01,02b9ba58534e45419515a3ee470939fac3a3a1f3b86ebab0fd1d9bb6cfb38964,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",7.551221398,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:13:46.128582+00:00"",""fan_pwm"":109,""memory"":{""mem_available_kib"":2241452,""mem_total_kib"":7803236,""swap_free_kib"":1141776,""swap_total_kib"":3901608,""swap_used_kib"":2759832},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.75,""gpu-thermal"":57.5,""soc0-thermal"":56.5,""soc1-thermal"":56.562,""soc2-thermal"":56.843,""tj-thermal"":57.75},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:13:46.147540+00:00"",""fan_pwm"":109,""memory"":{""mem_available_kib"":2240708,""mem_total_kib"":7803236,""swap_free_kib"":1141776,""swap_total_kib"":3901608,""swap_used_kib"":2759832},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.718,""gpu-thermal"":57.531,""soc0-thermal"":56.562,""soc1-thermal"":56.562,""soc2-thermal"":56.906,""tj-thermal"":57.843},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:1.7b,OFF,3,16,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_16_from_01_admission_retry_01,4856075f8ac0fbd999f4ab288191aebd265e46ead5528c35b51e7a1986024088,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",7.748239953,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:14:16.903759+00:00"",""fan_pwm"":96,""memory"":{""mem_available_kib"":2248980,""mem_total_kib"":7803236,""swap_free_kib"":1142032,""swap_total_kib"":3901608,""swap_used_kib"":2759576},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":56.531,""gpu-thermal"":55.906,""soc0-thermal"":55.0,""soc1-thermal"":55.0,""soc2-thermal"":55.218,""tj-thermal"":56.531},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:14:16.922316+00:00"",""fan_pwm"":96,""memory"":{""mem_available_kib"":2248476,""mem_total_kib"":7803236,""swap_free_kib"":1142032,""swap_total_kib"":3901608,""swap_used_kib"":2759576},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":56.812,""gpu-thermal"":56.062,""soc0-thermal"":54.843,""soc1-thermal"":55.0,""soc2-thermal"":55.312,""tj-thermal"":56.812},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:1.7b,OFF,3,16,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_16_from_01_admission_retry_02,926d3d6f94937c3b1ceaa4c8d4adc32d808746b62cbdec6d85de4e52eac04186,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",7.646764134,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:14:47.776570+00:00"",""fan_pwm"":96,""memory"":{""mem_available_kib"":2245300,""mem_total_kib"":7803236,""swap_free_kib"":1142032,""swap_total_kib"":3901608,""swap_used_kib"":2759576},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.468,""gpu-thermal"":54.968,""soc0-thermal"":53.875,""soc1-thermal"":53.968,""soc2-thermal"":54.343,""tj-thermal"":55.25},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:14:47.798318+00:00"",""fan_pwm"":96,""memory"":{""mem_available_kib"":2245300,""mem_total_kib"":7803236,""swap_free_kib"":1142032,""swap_total_kib"":3901608,""swap_used_kib"":2759576},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.406,""gpu-thermal"":54.812,""soc0-thermal"":54.031,""soc1-thermal"":53.875,""soc2-thermal"":54.218,""tj-thermal"":55.406},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:1.7b,OFF,3,16,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v6/session_16_from_43,b9820de31d19e8f03ea84384866832897d8b7d0a1c4cf9f4abdcdad0086b60f5,0,interrupted,42,6,"{""message"":""available memory is below the revised 2 GiB start gate"",""type"":""SafetyGateError""}",12.546499104,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:25:45.411172+00:00"",""fan_pwm"":84,""memory"":{""mem_available_kib"":2049596,""mem_total_kib"":7803236,""swap_free_kib"":1159156,""swap_total_kib"":3901608,""swap_used_kib"":2742452},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":53.375,""gpu-thermal"":53.062,""soc0-thermal"":51.875,""soc1-thermal"":51.968,""soc2-thermal"":52.343,""tj-thermal"":53.375},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:25:45.428534+00:00"",""fan_pwm"":84,""memory"":{""mem_available_kib"":2049096,""mem_total_kib"":7803236,""swap_free_kib"":1159156,""swap_total_kib"":3901608,""swap_used_kib"":2742452},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":53.312,""gpu-thermal"":53.0,""soc0-thermal"":51.906,""soc1-thermal"":52.093,""soc2-thermal"":52.281,""tj-thermal"":53.312},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:1.7b,OFF,3,16,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v6/session_16_from_43_admission_retry_01,ace6f60ab2f4848ea31cafe609425587c137ebb6c9147c35dec7ea9a6c02df97,0,interrupted,42,6,"{""message"":""available memory is below the revised 2 GiB start gate"",""type"":""SafetyGateError""}",12.34880787,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:26:21.955080+00:00"",""fan_pwm"":84,""memory"":{""mem_available_kib"":2036120,""mem_total_kib"":7803236,""swap_free_kib"":1159156,""swap_total_kib"":3901608,""swap_used_kib"":2742452},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":52.812,""gpu-thermal"":52.625,""soc0-thermal"":51.75,""soc1-thermal"":51.781,""soc2-thermal"":52.062,""tj-thermal"":52.812},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:26:21.974921+00:00"",""fan_pwm"":84,""memory"":{""mem_available_kib"":2036120,""mem_total_kib"":7803236,""swap_free_kib"":1159156,""swap_total_kib"":3901608,""swap_used_kib"":2742452},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":52.75,""gpu-thermal"":52.562,""soc0-thermal"":51.625,""soc1-thermal"":51.812,""soc2-thermal"":51.968,""tj-thermal"":53.0},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:1.7b,OFF,3,16,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v6/session_16_from_43_admission_retry_02,eafd503dc1005190cadbc5bde9322e0858b3b52a50c60a0178e19d6986be2e29,0,interrupted,42,6,"{""message"":""available memory is below the revised 2 GiB start gate"",""type"":""SafetyGateError""}",12.377545365,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:26:58.380143+00:00"",""fan_pwm"":84,""memory"":{""mem_available_kib"":2049432,""mem_total_kib"":7803236,""swap_free_kib"":1160692,""swap_total_kib"":3901608,""swap_used_kib"":2740916},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":52.562,""gpu-thermal"":52.468,""soc0-thermal"":51.437,""soc1-thermal"":51.593,""soc2-thermal"":51.781,""tj-thermal"":52.406},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:26:58.397035+00:00"",""fan_pwm"":84,""memory"":{""mem_available_kib"":2049432,""mem_total_kib"":7803236,""swap_free_kib"":1160692,""swap_total_kib"":3901608,""swap_used_kib"":2740916},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":52.281,""gpu-thermal"":52.406,""soc0-thermal"":51.593,""soc1-thermal"":51.687,""soc2-thermal"":51.906,""tj-thermal"":52.312},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
