attempt_directory,sequence_id,pattern,arm,repetition,id,index,backend_call_index,purpose,request_status,backend_span_status,requested_model,actual_model,backend_span_wall_seconds,output_tokens,prompt_tokens,cached_prompt_tokens,done_reason,backend_done,raw_response_present,literal_speech_schema_constrained,residency_after_call,model_digest,loaded_bytes,gpu_allocated_bytes,gpu_allocation_fraction,context_length,total_duration_seconds,load_duration_seconds,prompt_eval_duration_seconds,eval_duration_seconds,backend_nonload_total_seconds,backend_metadata_overlaps_wall
ro_eeee_3_r1_large,ro_eeee_3,EEEE,large,1,ro_eeee_3_t3,3,1,memory_selector,ok,ok,qwen3:1.7b,qwen3:1.7b,5.819991331,13,741,724,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T19:45:54.735374956+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826259, ""size_vram"": 1019415101}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,5.792371262,0.002026758,1.540151,4.174023,5.790344503999999,True
ro_eeee_3_r1_large,ro_eeee_3,EEEE,large,1,ro_eeee_3_t3,3,2,generation,ok,ok,qwen3:1.7b,qwen3:1.7b,6.22223179,23,348,192,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T19:46:01.042294829+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826259, ""size_vram"": 1019415101}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,6.207815103,0.001873539,0.379069,5.741498,6.205941564,True
ro_eeee_3_r1_large,ro_eeee_3,EEEE,large,1,ro_eeee_3_t4,4,1,memory_selector,ok,ok,qwen3:1.7b,qwen3:1.7b,8.866457637,13,741,725,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T19:46:10.064249339+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826259, ""size_vram"": 1019415101}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,8.843018125,0.002734324,1.479157,7.277768,8.840283801,True
ro_eeee_3_r1_large,ro_eeee_3,EEEE,large,1,ro_eeee_3_t4,4,2,generation,ok,ok,qwen3:1.7b,qwen3:1.7b,10.892100317,23,383,225,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T19:46:21.042254089+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826259, ""size_vram"": 1019415101}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,10.871371894,0.002291243,0.36566,10.409546,10.869080650999999,True
ro_eeee_3_r1_replay,ro_eeee_3,EEEE,replay,1,ro_eeee_3_t1,1,1,generation,ok,ok,qwen3:0.6b,qwen3:0.6b,11.135051811,55,501,0,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""751.63M"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435"", ""expires_at"": ""2318-12-23T19:48:52.019650189+04:00"", ""model"": ""qwen3:0.6b"", ""name"": ""qwen3:0.6b"", ""size"": 693423308, ""size_vram"": 693423308}]",7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,11.11263934,9.043668804,0.354606,1.689393,2.068970536,True
ro_eeee_3_r1_replay,ro_eeee_3,EEEE,replay,1,ro_eeee_3_t2,2,1,generation,ok,ok,qwen3:0.6b,qwen3:0.6b,0.952940843,28,342,58,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""751.63M"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435"", ""expires_at"": ""2318-12-23T19:48:53.125389358+04:00"", ""model"": ""qwen3:0.6b"", ""name"": ""qwen3:0.6b"", ""size"": 693423308, ""size_vram"": 693423308}]",7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.930641877,0.002701621,0.116835,0.775932,0.927940256,True
ro_eeee_3_r1_replay,ro_eeee_3,EEEE,replay,1,ro_eeee_3_t3,3,1,generation,ok,ok,qwen3:0.6b,qwen3:0.6b,0.576321615,19,377,329,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""751.63M"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435"", ""expires_at"": ""2318-12-23T19:48:53.843121939+04:00"", ""model"": ""qwen3:0.6b"", ""name"": ""qwen3:0.6b"", ""size"": 693423308, ""size_vram"": 693423308}]",7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.560732733,0.001660449,0.037064,0.508814,0.5590722840000001,True
ro_eeee_3_r1_replay,ro_eeee_3,EEEE,replay,1,ro_eeee_3_t4,4,1,generation,ok,ok,qwen3:0.6b,qwen3:0.6b,0.55206082,18,407,364,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""751.63M"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435"", ""expires_at"": ""2318-12-23T19:48:54.533481603+04:00"", ""model"": ""qwen3:0.6b"", ""name"": ""qwen3:0.6b"", ""size"": 693423308, ""size_vram"": 693423308}]",7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.529608891,0.001798979,0.042931,0.474789,0.5278099119999999,True
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t1,1,1,generation,ok,ok,qwen3:0.6b,qwen3:0.6b,10.813868844,55,501,0,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""751.63M"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435"", ""expires_at"": ""2318-12-23T19:44:14.320116725+04:00"", ""model"": ""qwen3:0.6b"", ""name"": ""qwen3:0.6b"", ""size"": 693423308, ""size_vram"": 693423308}]",7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,10.790930414,8.751718966,0.334413,1.683493,2.0392114479999996,True
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t2,2,1,memory_selector,ok,ok,qwen3:0.6b,qwen3:0.6b,0.706641846,13,740,3,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""751.63M"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435"", ""expires_at"": ""2318-12-23T19:44:15.185950957+04:00"", ""model"": ""qwen3:0.6b"", ""name"": ""qwen3:0.6b"", ""size"": 693423308, ""size_vram"": 693423308}]",7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.681911959,0.001613341,0.279622,0.349287,0.680298618,True
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t2,2,2,generation,ok,ok,qwen3:0.6b,qwen3:0.6b,0.989266008,28,342,3,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""751.63M"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435"", ""expires_at"": ""2318-12-23T19:44:16.25844244+04:00"", ""model"": ""qwen3:0.6b"", ""name"": ""qwen3:0.6b"", ""size"": 693423308, ""size_vram"": 693423308}]",7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.970139966,0.002858836,0.137405,0.754709,0.9672811299999999,True
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t3,3,1,memory_selector,ok,ok,qwen3:0.6b,qwen3:0.6b,0.476412341,13,741,724,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""751.63M"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435"", ""expires_at"": ""2318-12-23T19:44:16.886998304+04:00"", ""model"": ""qwen3:0.6b"", ""name"": ""qwen3:0.6b"", ""size"": 693423308, ""size_vram"": 693423308}]",7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.454143937,0.001793824,0.033512999,0.347398,0.452350113,True
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t3,3,2,generation,ok,ok,qwen3:0.6b,qwen3:0.6b,0.638081768,19,377,329,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""751.63M"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435"", ""expires_at"": ""2318-12-23T19:44:17.601001896+04:00"", ""model"": ""qwen3:0.6b"", ""name"": ""qwen3:0.6b"", ""size"": 693423308, ""size_vram"": 693423308}]",7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.615502159,0.001819009,0.039378,0.48247,0.6136831500000001,True
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t4,4,1,memory_selector,ok,ok,qwen3:0.6b,qwen3:0.6b,0.47394763,13,741,725,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""751.63M"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435"", ""expires_at"": ""2318-12-23T19:44:18.213182334+04:00"", ""model"": ""qwen3:0.6b"", ""name"": ""qwen3:0.6b"", ""size"": 693423308, ""size_vram"": 693423308}]",7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.448746661,0.001837633,0.041603,0.34162,0.446909028,True
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t4,4,2,generation,ok,ok,qwen3:0.6b,qwen3:0.6b,0.649932261,18,407,364,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""751.63M"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435"", ""expires_at"": ""2318-12-23T19:44:18.953834543+04:00"", ""model"": ""qwen3:0.6b"", ""name"": ""qwen3:0.6b"", ""size"": 693423308, ""size_vram"": 693423308}]",7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.62759752,0.002728754,0.044059,0.490012,0.6248687660000001,True
ro_dddd_1_r2_adaptive,ro_dddd_1,DDDD,adaptive,2,ro_dddd_1_t1,1,1,generation,ok,ok,qwen3:1.7b,qwen3:1.7b,28.297075313,55,338,0,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:03:56.167282349+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826258, ""size_vram"": 1141857320}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826258,1141857320,0.6883525712793486,2048,28.275590823,22.052426971,0.808802,5.400095,6.2231638520000025,True
ro_dddd_1_r2_adaptive,ro_dddd_1,DDDD,adaptive,2,ro_dddd_1_t2,2,1,memory_selector,ok,ok,qwen3:1.7b,qwen3:1.7b,1.918421401,13,782,3,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:03:58.242791392+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826258, ""size_vram"": 1141857320}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826258,1141857320,0.6883525712793486,2048,1.89664634,0.002580636,1.002639,0.822768,1.894065704,True
ro_dddd_1_r2_adaptive,ro_dddd_1,DDDD,adaptive,2,ro_dddd_1_t2,2,2,generation,ok,ok,qwen3:1.7b,qwen3:1.7b,6.060999586,88,442,192,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:04:04.398380223+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826258, ""size_vram"": 1141857320}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826258,1141857320,0.6883525712793486,2048,6.038961409,0.002709282,0.411122,5.497427,6.036252127,True
ro_dddd_1_r2_adaptive,ro_dddd_1,DDDD,adaptive,2,ro_dddd_1_t3,3,1,memory_selector,ok,ok,qwen3:1.7b,qwen3:1.7b,1.098744137,13,791,724,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:04:05.656424187+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826258, ""size_vram"": 1141857320}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826258,1141857320,0.6883525712793486,2048,1.075890914,0.002231115,0.196281,0.75938,1.0736597989999999,True
ro_dddd_1_r2_adaptive,ro_dddd_1,DDDD,adaptive,2,ro_dddd_1_t3,3,2,generation,ok,ok,qwen3:1.7b,qwen3:1.7b,3.25777012,43,505,192,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:04:09.006264672+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826258, ""size_vram"": 1141857320}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826258,1141857320,0.6883525712793486,2048,3.235669638,0.00188105,0.468718,2.63803,3.233788588,True
ro_dddd_1_r2_adaptive,ro_dddd_1,DDDD,adaptive,2,ro_dddd_1_t4,4,1,memory_selector,ok,ok,qwen3:1.7b,qwen3:1.7b,1.269783424,13,781,724,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:04:10.431424876+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826258, ""size_vram"": 1141857320}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826258,1141857320,0.6883525712793486,2048,1.247855623,0.002989775,0.157461,0.98159,1.2448658479999999,True
ro_dddd_1_r2_adaptive,ro_dddd_1,DDDD,adaptive,2,ro_dddd_1_t4,4,2,generation,ok,ok,qwen3:1.7b,qwen3:1.7b,2.949015959,38,456,192,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:04:13.478921709+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826258, ""size_vram"": 1141857320}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826258,1141857320,0.6883525712793486,2048,2.925697948,0.002923339,0.469074,2.332299,2.9227746089999997,True
ro_dddd_1_r2_large,ro_dddd_1,DDDD,large,2,ro_dddd_1_t1,1,1,generation,ok,ok,qwen3:1.7b,qwen3:1.7b,26.710803915,55,338,0,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:02:55.242731239+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826259, ""size_vram"": 1059145646}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,26.692641742,22.119690287,0.783017,3.774492,4.572951454999998,True
ro_dddd_1_r2_large,ro_dddd_1,DDDD,large,2,ro_dddd_1_t2,2,1,memory_selector,ok,ok,qwen3:1.7b,qwen3:1.7b,1.892501416,13,782,3,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:02:57.260851724+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826259, ""size_vram"": 1059145646}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,1.87098062,0.002758951,0.949977,0.854238,1.8682216690000002,True
ro_dddd_1_r2_large,ro_dddd_1,DDDD,large,2,ro_dddd_1_t2,2,2,generation,ok,ok,qwen3:1.7b,qwen3:1.7b,6.201894904,88,442,192,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:03:03.550189812+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826259, ""size_vram"": 1059145646}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,6.187989969,0.002246542,0.435238,5.586632,6.185743427,True
ro_dddd_1_r2_large,ro_dddd_1,DDDD,large,2,ro_dddd_1_t3,3,1,memory_selector,ok,ok,qwen3:1.7b,qwen3:1.7b,1.173056295,13,791,724,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:03:04.86774349+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826259, ""size_vram"": 1059145646}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,1.152616355,0.001900893,0.199886,0.843649,1.150715462,True
ro_dddd_1_r2_large,ro_dddd_1,DDDD,large,2,ro_dddd_1_t3,3,2,generation,ok,ok,qwen3:1.7b,qwen3:1.7b,3.392753482,43,505,192,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:03:08.342289279+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826259, ""size_vram"": 1059145646}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,3.371285684,0.002947855,0.537886,2.710685,3.368337829,True
ro_dddd_1_r2_large,ro_dddd_1,DDDD,large,2,ro_dddd_1_t4,4,1,memory_selector,ok,ok,qwen3:1.7b,qwen3:1.7b,1.352277386,13,781,724,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:03:09.845257651+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826259, ""size_vram"": 1059145646}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,1.327284073,0.001848442,0.158517,1.071015,1.325435631,True
ro_dddd_1_r2_large,ro_dddd_1,DDDD,large,2,ro_dddd_1_t4,4,2,generation,ok,ok,qwen3:1.7b,qwen3:1.7b,3.113626354,38,456,192,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:03:13.040152121+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826259, ""size_vram"": 1059145646}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,3.092084731,0.002465336,0.472232,2.505773,3.0896193949999997,True
ro_dddd_1_r2_replay,ro_dddd_1,DDDD,replay,2,ro_dddd_1_t1,1,1,generation,ok,ok,qwen3:1.7b,qwen3:1.7b,26.874940703,55,338,0,stop,True,True,False,"[{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T21:05:38.403425168+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826259, ""size_vram"": 1059145646}]",8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,26.859585997,22.455114167,0.830293,3.556132,4.4044718299999985,True
